id,title,category,sub_category,color,gender,usage
23564,hugo boss women femme deo,personal care,fragrance,pink,women,casual
48855,lucera women silver pendant with chain,accessories,jewellery,silver,women,casual
6306,ucb womens young pigment print black tshirt,apparel,topwear,black,women,casual
35401,stens by enroute men brown shoes,footwear,shoes,brown,men,casual
49987,hanes women assorted socks,accessories,socks,white,women,casual
51144,parx men black socks,accessories,socks,black,men,casual
15006,adidas men solid white jackets,apparel,topwear,white,men,sports
59329,gliders unisex zoro shoes,footwear,shoes,black,unisex,casual
36284,sdl by sweet dreams women pink  purple night suits,apparel,loungewear and nightwear,pink,women,casual
4451,nike unisex manchester united red black cap,accessories,headwear,red,unisex,casual
45776,remanika women red top,apparel,topwear,red,women,casual
5583,adidas men adistreet lux brown shoe,footwear,shoes,brown,men,sports
53613,qq men black digital watch m040002,accessories,watches,black,men,casual
32624,nike men miler blue tshirt,apparel,topwear,blue,men,sports
56361,tommy hilfiger men 100 ml perfume,personal care,fragrance,white,men,casual
25693,mumbai slang women printed magenta kurti,apparel,topwear,magenta,women,ethnic
24741,murcia women  marron handbag,accessories,bags,maroon,women,casual
10574,puma men bts navy blue tshirts,apparel,topwear,navy blue,men,casual
4663,adidas men elroy low black  brown shoes,footwear,shoes,black,men,sports
15234,adidas originals men ciero low st blue casual shoes,footwear,shoes,blue,men,casual
21001,fastrack women leatherette purple belt,accessories,belts,purple,women,casual
53421,alma women green kurta,apparel,topwear,green,women,ethnic
37164,united colors of benetton women black top,apparel,topwear,black,women,casual
11694,lee men brown check shirt,apparel,topwear,brown,men,casual
56153,colorbar iglide glowing saphire eye pencil 010,personal care,eyes,blue,women,casual
32416,adidas men blue jersey,apparel,topwear,blue,men,sports
59927,diva women white kurta,apparel,topwear,white,women,ethnic
40036,adidas men navy blue tshirt,apparel,topwear,navy blue,men,casual
57081,elle women blue waistcoat,apparel,topwear,blue,women,casual
10746,disney unisex kids princess heart purple flip flops,footwear,flip flops,purple,unisex,casual
37958,clarks men vent jump nubuck brown sandals,footwear,sandal,brown,men,casual
54604,jockey elance men red briefs 1004,apparel,innerwear,red,men,casual
6908,tantra womens rupee black tshirt,apparel,topwear,black,women,casual
30341,myntra men fakebook off white tshirt,apparel,topwear,off white,men,casual
3446,pune warriors mens match jersey,apparel,topwear,black,men,sports
31293,puma women script green top,apparel,topwear,green,women,casual
26224,wrangler men leather black wallet,accessories,wallets,black,men,casual
12011,mark taylor men purple striped shirts,apparel,topwear,purple,men,formal
6134,adidas mens kundo 2 black shoe,footwear,shoes,black,men,casual
47213,franco leone men black formal shoes,footwear,shoes,black,men,formal
9940,probase men outdoor event green tshirts,apparel,topwear,green,men,casual
17563,mark taylor men green  pink striped shirt,apparel,topwear,green,men,formal
23756,oakley men m frame hybrid black sunglasses,accessories,eyewear,black,men,casual
22684,wildcraft unisex black duffel bag,accessories,bags,black,unisex,casual
8892,scullers men navy blue trousers,apparel,bottomwear,navy blue,men,formal
51376,converse men white casual shoes,footwear,shoes,white,men,casual
35633,gliders men blue econew flip flops,footwear,flip flops,blue,men,casual
30187,nike men black arsenal allegiance laptop bag,accessories,bags,black,men,casual
43475,woodland men olive green shoes,footwear,shoes,olive,men,casual
28944,biba outlet women pink leggings,apparel,bottomwear,pink,women,casual
13305,gini and jony kids girls solid red skirts,apparel,bottomwear,red,women,casual
55510,revlon chocolate frost super lustrous lip gloss 60,personal care,lips,brown,women,casual
29896,mayhem women sunglasses 1011104,accessories,eyewear,grey,women,casual
3680,inkfruit mens the beetles white tshirt,apparel,topwear,white,men,casual
8268,mrmen mens charcoal white tshirt,apparel,topwear,grey,men,casual
28178,rayban men aviator sunglasses,accessories,eyewear,gold,men,casual
23590,nike fragrances women pure deo and perfume,personal care,fragrance,blue,women,casual
34527,red tape men brown sandals,footwear,sandal,brown,men,casual
46107,adidas men red  blue flip flops,footwear,flip flops,red,men,casual
7220,rockport mens mubleno distressed brown shoe,footwear,shoes,brown,men,formal
49973,hanes men white assorted innerwear vest,apparel,innerwear,white,men,casual
31869,fabindia women blue dupatta,apparel,topwear,blue,women,ethnic
36270,sdl by sweet dreams women grey night suits,apparel,loungewear and nightwear,grey,women,casual
45782,remanika women yellow tshirt,apparel,topwear,yellow,women,casual
5577,nike mens field trainer textile grey black white shoe,footwear,shoes,grey,men,sports
20315,locomotive men printed red tshirt,apparel,topwear,red,men,casual
14120,flying machine women solid grey tops,apparel,topwear,grey,women,casual
39238,femella women pink nightdress,apparel,loungewear and nightwear,pink,women,casual
41322,aurelia women orange leggings,apparel,bottomwear,orange,women,ethnic
56395,estee lauder women beautiful 75 ml perfume,personal care,fragrance,pink,women,casual
25667,fastrack men silver casual watch,accessories,watches,silver,men,casual
10580,esprit men athletic rosegold copper watches,accessories,watches,copper,men,casual
57247,murcia women maroon handbag,accessories,bags,maroon,women,casual
33702,cobblerz men black semiformal shoes,footwear,shoes,black,men,smart casual
4697,adidas unisex digital duramo black watch,accessories,watches,black,unisex,sports
36042,otls unisex blue duffle bag,accessories,bags,blue,unisex,casual
52507,red rose black nightdress,apparel,loungewear and nightwear,black,women,casual
39836,gini and jony girls printed peach top,apparel,topwear,peach,girls,casual
20127,wrangler women shadow red top,apparel,topwear,red,women,casual
14312,adidas men solid green jerseys,apparel,topwear,green,men,sports
44462,senorita women brown sandals,footwear,shoes,brown,women,casual
5745,basics men navy  white striped polo tshirt,apparel,topwear,navy blue,men,casual
57849,catwalk women blue heels,footwear,shoes,blue,women,casual
37190,united colors of benetton women black top,apparel,topwear,black,women,casual
33530,cobblerz women beige loafers,footwear,shoes,beige,women,casual
58801,highlander men green  navy blue check shirt,apparel,topwear,green,men,casual
57075,elle blue jeans,apparel,bottomwear,blue,women,casual
13137,id men green casual shoes,footwear,shoes,green,men,casual
27302,mother earth women printed black kurta,apparel,topwear,black,women,ethnic
43647,only women blue top,apparel,topwear,blue,women,casual
31267,puma men hamburg graphic red tshirt,apparel,topwear,red,men,casual
17597,cat unisex sunglasses,accessories,eyewear,brown,unisex,casual
29298,wrangler women navy blue tshirt,apparel,topwear,navy blue,women,casual
22670,wildcraft unisex grey  yellow waist pouch,accessories,bags,grey,unisex,casual
16445,levis men solid grey sweatshirts,apparel,topwear,grey,men,casual
51382,myntra men beige shorts,apparel,bottomwear,beige,men,casual
8866,mark taylor men brown striped shirt,apparel,topwear,brown,men,casual
46335,reebok women black zignano race sports shoes,footwear,shoes,black,women,sports
7012,classic polo mens green polo with grey stripes tshirt,apparel,topwear,green,men,casual
58459,madagascar 3 boys navy blue tshirt,apparel,topwear,navy blue,boys,casual
14776,arrow men stripes blue shirts,apparel,topwear,blue,men,formal
33968,femella women gold shirt,apparel,topwear,gold,women,casual
44006,police women wings perfume,personal care,fragrance,gold,women,casual
5321,fila mens retro red casual shoe,footwear,shoes,red,men,casual
36426,spinn men navy  white bounce sports shoes,footwear,shoes,white,men,sports
52163,femella women pink top,apparel,topwear,pink,women,casual
33154,classic polo men printed blue tshirt,apparel,topwear,blue,men,casual
57411,amante women black  brown net bikini briefs pgss01,apparel,innerwear,black,women,casual
11204,carrera men black and grey dial watch,accessories,watches,black,men,casual
25031,nike men black puffer jacket,apparel,topwear,black,men,sports
49719,park avenue men blue tie,accessories,ties,blue,men,casual
31603,mark taylor men printed green tshirt,apparel,topwear,green,men,casual
19069,w women gathered design green kurti,apparel,topwear,green,women,ethnic
12481,clarks men leather black formal shoes,footwear,shoes,black,men,formal
13553,carlton london brown flats,footwear,shoes,brown,women,casual
27766,bulchee ufficio men brown wallet,accessories,wallets,brown,men,casual
2104,lee men checks red shirt,apparel,topwear,blue,men,casual
43223,united colors of benetton women black trouser,apparel,bottomwear,black,women,formal
22214,timberland unisex brown shoe laces,accessories,shoe accessories,brown,unisex,general
16021,turtle solid men black trouser,apparel,bottomwear,black,men,casual
46751,nautilus men blazer perfume,personal care,fragrance,blue,men,casual
7476,proline men grey polo tshirt,apparel,topwear,grey,men,casual
19855,us polo assn men solid navy blue jackets,apparel,topwear,navy blue,men,casual
18987,adidas originals men st grp blue tshirt,apparel,topwear,blue,men,casual
34371,myntra men black jj  sons tshirt,apparel,topwear,black,men,casual
50634,chromozome men black innerwear vest,apparel,innerwear,black,men,casual
2938,dusg women crane bamboo top,apparel,topwear,multi,women,casual
26486,puma men large logo ringer blue tshirt,apparel,topwear,blue,men,casual
2336,reebok men dragon grey tshirt,apparel,topwear,grey,men,casual
43011,probase blue printed boxers,apparel,innerwear,blue,men,casual
18389,undercolors of benetton men black pack of 2 brief,apparel,innerwear,black,men,casual
13761,belmonte men check navy blue shirts,apparel,topwear,navy blue,men,casual
27554,scullers men purple shirt,apparel,topwear,purple,men,formal
46563,timex men black watch,accessories,watches,black,men,casual
7644,wrangler men light brown leather belt,accessories,belts,brown,men,casual
55948,colorbar icy silver nail lacquer 09,personal care,nails,silver,women,casual
22026,vishudh women white floral printed kurta,apparel,topwear,white,women,ethnic
16213,puma men training  white tshirt,apparel,topwear,white,men,sports
50406,miss sixty black dial watch,accessories,watches,black,women,casual
6796,timberland mens rugby stripe pique polo kiwi green tshirt,apparel,topwear,green,men,casual
44234,nike men air max 2012 black sports shoes,footwear,shoes,black,men,sports
5113,wrangler womens dark grey tshirt,apparel,topwear,grey,women,casual
20771,carlton london women funky silver sandals,footwear,shoes,silver,women,casual
14544,vishudh women flower print navy blue kurtis,apparel,topwear,navy blue,women,ethnic
15496,carlton london women casual denim blue  shoes,footwear,shoes,blue,women,casual
52351,red rose women peach nightdress,apparel,loungewear and nightwear,peach,women,casual
36614,catwalk women multicoloured heels,footwear,shoes,multi,women,casual
57623,lotus herbals safe sun sunscreen,personal care,skin care,orange,women,casual
40694,numero uno men black shoes,footwear,shoes,black,men,casual
33366,baggit women hero brush brown clutch,accessories,bags,brown,women,casual
11036,jealous 21 women solid black tops,apparel,topwear,black,women,casual
25203,lino perros women leatherette beige handbag,accessories,bags,beige,women,casual
6937,tantra mens destination mustard tshirt,apparel,topwear,orange,men,casual
9143,lee women blue skinny fit stretchable jeans,apparel,bottomwear,blue,women,casual
3479,adidas mens black graphic tshirt,apparel,topwear,black,men,sports
8091,adidas men galaxy elite white sports shoes,footwear,shoes,white,men,sports
28381,i dee men black sunglasses,accessories,eyewear,black,men,casual
23769,oakley women brown unfaithful sunglasses,accessories,eyewear,brown,women,casual
51349,converse men black casual shoes,footwear,shoes,black,men,casual
29253,adidas men ax black sports shoes,footwear,shoes,black,men,sports
12812,nike men footballsoccer black shorts,apparel,bottomwear,black,men,sports
36089,otls unisex brown cap,accessories,headwear,brown,unisex,casual
56950,hm women maroon sandals,footwear,shoes,maroon,women,casual
59124,just natural men olive jacket,apparel,topwear,olive,men,casual
32429,adidas men training black shorts,apparel,bottomwear,black,men,sports
59918,diva women multi coloured kurta,apparel,topwear,multi,women,ethnic
40009,park avenue men black  green frame sunglasses,apparel,topwear,green,men,casual
37967,clarks women un swish patent white sandals,footwear,shoes,white,women,casual
15039,adidas women stripes pink jackets,apparel,topwear,pink,women,casual
1920,puma men graffiti fx shoes,footwear,shoes,black,men,casual
15805,facit men stringz navy blue briefs,apparel,innerwear,navy blue,men,casual
11499,catwalk women lifestyle blue flats,footwear,shoes,blue,women,casual
38321,puma women blue backpack,accessories,bags,blue,women,casual
9371,puma women pink socks,accessories,socks,pink,women,casual
50895,prafful green  cream printed sari,apparel,saree,green,women,ethnic
54409,baggit women purple sling bag,accessories,bags,purple,women,casual
18726,arrow woman venetia brown sweater,apparel,topwear,brown,women,casual
26029,slazenger men extreme perfume,personal care,fragrance,black,men,casual
51947,yelloe unisex black sling bag,accessories,bags,black,unisex,casual
6339,converse unisex skull print hi red shoe,footwear,shoes,red,unisex,casual
26815,arrow men yellow striped shirt,apparel,topwear,yellow,men,formal
29061,adidas women printed white tshirt,apparel,topwear,white,women,casual
22489,adidas men f10 trx hg white sports shoes,footwear,shoes,white,men,sports
53248,mark taylor men charcoal black striped trousers,apparel,bottomwear,charcoal,men,formal
21668,fossil men silvertoned dial chronograph watch ch2592,accessories,watches,silver,men,casual
59772,estelle women gold earring  pendant set,accessories,jewellery,gold,women,casual
1578,domyos men good stroke red tshirt,apparel,topwear,red,men,sports
38745,nike unisex black all access fullfare backpack,accessories,bags,black,unisex,casual
39697,spykar men ranger navy blue shirt,apparel,topwear,navy blue,men,casual
4836,sher singh mens red polo tshirt,apparel,topwear,red,men,casual
19290,guess women quilty white watch,accessories,watches,white,women,casual
12678,probase men check black trousers,apparel,bottomwear,black,men,casual
42108,adidas men blue tshirt,apparel,topwear,blue,men,casual
48432,french connection men grey printed tshirt,apparel,topwear,grey melange,men,casual
9715,scholl men massagio black formal shoes,footwear,shoes,black,men,formal
30528,lovable cotton essensuals black bra,apparel,innerwear,black,women,casual
18342,fila mendos mens navy blue bag,accessories,bags,navy blue,men,casual
55983,colorbar velvet matte forever mauve lipstick 50ma,personal care,lips,burgundy,women,casual
29405,genesis men charcoal trousers,apparel,bottomwear,charcoal,men,formal
42934,french connection unisex black backpack,accessories,bags,black,unisex,casual
54851,ivory tag women dangling tiger eye brown necklace,accessories,jewellery,gold,women,casual
34188,gini and jony boys printed white tshirt,apparel,topwear,white,boys,casual
18170,doodle kidsboys be born green sweatshirt,apparel,topwear,green,boys,casual
9527,adidas unisex 3s black backpacks,accessories,bags,black,unisex,casual
17904,nike men football soccer navy blue jacket,apparel,topwear,navy blue,men,sports
3821,crocs unisex modi flip khaki sky blue flip flop,footwear,flip flops,brown,unisex,casual
35268,lee women amanda black top,apparel,topwear,black,women,casual
47648,carlton london men brown formal shoes,footwear,shoes,brown,men,formal
17138,lino perros women polka black handbag,accessories,bags,black,women,casual
58492,tonga women olive dress,apparel,dress,olive,women,casual
20588,baggit women kungfu hoor green wallet,accessories,wallets,green,women,casual
24914,united colors of benetton kids boys green printed tshirt,apparel,topwear,green,boys,casual
4238,probase mens big sound grey tshirt,apparel,topwear,grey,men,casual
38577,nike men breakline navy blue track pants,apparel,bottomwear,navy blue,men,sports
45923,maxima women black dial watch,accessories,watches,black,women,casual
56508,streetwear lusicious lips luminous brown lipcolor 19,personal care,lips,brown,women,casual
58654,alayna women red kurta,apparel,topwear,red,women,ethnic
11835,playboy men casual blue casual shoes,footwear,shoes,blue,men,casual
5910,adidas women daily vulc silver shoe,footwear,shoes,silver,women,casual
41779,remanika women navy blue top,apparel,topwear,navy blue,women,casual
39663,lotto men black shoes,footwear,shoes,black,men,casual
11009,inkfruit men let me skate white tshirts,apparel,topwear,white,men,casual
35892,jungle book boys lucky white tshirt,apparel,topwear,white,boys,casual
19264,guess women mini prism black watch,accessories,watches,black,women,casual
49514,police men black dial watch pl12895js02m,accessories,watches,black,men,casual
22825,woodland men khaki casual shoes,footwear,shoes,khaki,men,casual
2309,nike women miller blue tshirt,apparel,topwear,blue,women,sports
55977,colorbar velvet matte thrilling pink lipstick 61p,personal care,lips,pink,women,casual
22019,vishudh women printed brown kurta,apparel,topwear,brown,women,ethnic
28523,nike men man u ss authentic grey tshirt,apparel,topwear,grey,men,casual
43812,royal diadem maroon earrings,accessories,jewellery,gold,women,ethnic
50439,chromozome men grey briefs,apparel,innerwear,grey,men,casual
16822,little miss women printed pink tshirt,apparel,topwear,pink,women,casual
8401,adidas men grey craess 3s polo tshirts,apparel,topwear,grey,men,sports
49726,park avenue men grey tie,accessories,ties,grey,men,casual
19056,aurelia women solid green kurta,apparel,topwear,green,women,ethnic
55379,revlon purple passion nail polish 321,personal care,nails,purple,women,casual
27759,bulchee men brown wallet,accessories,wallets,brown,men,casual
7449,proline men blue polo tshirt,apparel,topwear,blue,men,casual
28711,w women printed white kurta,apparel,topwear,white,women,ethnic
58466,fossil men black belt,accessories,belts,black,men,casual
14749,arrow men stripes lavender shirts,apparel,topwear,lavender,men,formal
33957,femella women black leggings,apparel,bottomwear,black,women,casual
44039,dunhill men london deo,personal care,fragrance,silver,men,casual
25832,diva women printed cream kurta,apparel,topwear,cream,women,ethnic
36419,spinn women alliance blue sports shoes,footwear,shoes,blue,women,sports
38583,nike men printed grey tshirt,apparel,topwear,grey,men,casual
40499,titan men gold dial watch,accessories,watches,gold,men,formal
44805,spykar women orange tshirt,apparel,topwear,orange,women,casual
39451,diva women brown printed kurta,apparel,topwear,brown,women,ethnic
52960,fnf multi coloured sari,apparel,saree,multi,women,ethnic
13108,adidas men pant climalite blue track pants,apparel,bottomwear,blue,men,sports
43678,french connection women white dress,apparel,dress,white,women,casual
31258,puma men semi graphic navy blue tshirt,apparel,topwear,navy blue,men,casual
8065,fastrack men non leather gents black wallet,accessories,wallets,black,men,casual
7811,proline men navy polo tshirt,apparel,topwear,navy blue,men,casual
13934,united colors of benetton men check green shirts,apparel,topwear,green,men,casual
28375,idee men casual black sunglasses,accessories,eyewear,black,men,casual
8859,mark taylor men white striped shirt,apparel,topwear,white,men,casual
39809,peter england men brown trousers,apparel,bottomwear,brown,men,formal
58002,latin quarters women green printed dress,apparel,dress,green,women,casual
20118,diva women printed orange kurta,apparel,topwear,orange,women,ethnic
57876,biotique women bio berberry refreshing cleansing lotion,personal care,skin care,green,women,casual
36841,spykar women renegade navy blue jeans,apparel,bottomwear,navy blue,women,casual
56198,estelle women gold bracelet,accessories,jewellery,gold,women,casual
39035,belmonte men steel bright assorted cufflinks,accessories,cufflinks,steel,men,formal
20924,fastrack men polyester black backpack,accessories,bags,black,men,casual
37993,new hide men brown reversible belt,accessories,belts,brown,men,casual
39207,catwalk women black sandals,footwear,shoes,black,women,casual
25658,fastrack women silver dial casual watch,accessories,watches,silver,women,casual
50861,prafful cream  purple printed sari,apparel,saree,cream,women,ethnic
9385,nike men total90 exacto blue sports shoes,footwear,shoes,navy blue,men,sports
19600,united colors of benetton women black printed top,apparel,topwear,black,women,casual
8257,fastrack women red handbag,accessories,bags,red,women,casual
42598,united colors of benetton men blue shirt,apparel,topwear,blue,men,casual
28147,jockey 24 x 7 men white innerwear vest 9922,apparel,innerwear,white,men,casual
27933,jealous 21 women pink shirt,apparel,topwear,pink,women,casual
34518,adidas women color can pink shoes,footwear,shoes,pink,women,casual
16648,facit men polo tee navy blue tshirt,apparel,topwear,navy blue,men,casual
31856,titan men chronograph black dial watch,accessories,watches,black,men,casual
29095,m tv women brown sunglasses,accessories,eyewear,brown,women,casual
55173,lakme absolute fast  fabulous crimson fire nail polish 24,personal care,nails,red,women,casual
26481,puma men black tshirt,apparel,topwear,black,men,casual
27553,scullers men navy blue shirt,apparel,topwear,navy blue,men,casual
34978,fabindia women black stole,accessories,stoles,black,women,casual
2331,reebok men heather grey tshirt,apparel,topwear,grey,men,casual
16214,puma men heroes navy blue track pant,apparel,bottomwear,navy blue,men,sports
22021,vishudh women printed pink kurta,apparel,topwear,pink,women,ethnic
7643,puma mens ducati logo red tshirt,apparel,topwear,red,men,sports
35096,allen solly women green stole,accessories,stoles,green,women,casual
46564,timex men olive watch,accessories,watches,olive,men,casual
6791,timberland mens rugby stripe pique juniper green tshirt,apparel,topwear,green,men,casual
50401,miss sixty gold dial watch,accessories,watches,gold,women,casual
14543,vishudh women circle print orange kurtas,apparel,topwear,orange,women,ethnic
20776,carlton london women classy black sandals,footwear,shoes,black,women,casual
5114,wrangler women engineered stripe rust tshirt,apparel,topwear,grey,women,casual
44233,nike men black shoes,footwear,shoes,black,men,casual
15491,carlton london women nude heels,footwear,shoes,nude,women,formal
52356,red rose women white nightdress,apparel,loungewear and nightwear,white,women,casual
33361,homme men black formal shoes,footwear,shoes,black,men,formal
38789,batman men crew neck green tshirt,apparel,topwear,green,men,casual
40693,numero uno men white shoes,footwear,shoes,white,men,casual
5928,adidas women court sequence black shoe,footwear,shoes,black,women,casual
57624,lotus herbals safe sun sun block cream,personal care,skin care,white,women,general
25204,lino perros women leatherette light brown handbag,accessories,bags,brown,women,casual
11031,jealous 21 women check blue tops,apparel,topwear,blue,women,casual
41741,catwalk women brown flats,footwear,shoes,brown,women,casual
5326,fila mens fitness hiker brown shoe,footwear,shoes,brown,men,casual
44001,police men pure perfume,personal care,fragrance,navy blue,men,casual
14771,arrow men stripes navy blue shirts,apparel,topwear,navy blue,men,formal
20544,baggit women yacho jhuti beige belt,accessories,belts,beige,women,casual
21496,kiara women mustard leatherite handbag,accessories,bags,mustard,women,casual
52164,femella women purple top,apparel,topwear,purple,women,casual
36421,spinn men aura grey sandals,footwear,sandal,grey,men,casual
57416,amante women black lounge set sgll01,apparel,loungewear and nightwear,black,women,casual
33153,gini and jony girls printed white top,apparel,topwear,white,girls,casual
1786,lotto mens court logo white shoe,footwear,shoes,white,men,sports
52958,fnf red sari,apparel,saree,red,women,ethnic
39469,diva women white kurta,apparel,topwear,white,women,ethnic
25036,nike women depth long grey leggings,apparel,bottomwear,grey,women,casual
11203,carrera men metal strap sqaure dial black watches,accessories,watches,black,men,casual
12486,clarks men leather black formal shoes,footwear,shoes,black,men,formal
31604,nike men football blue jersey,apparel,topwear,blue,men,sports
8439,jealous 21 women jealous macrae purple top,apparel,topwear,purple,women,casual
43224,united colors of benetton women black trouser,apparel,bottomwear,black,women,formal
2103,lee men checks white shirt,apparel,topwear,white,men,casual
27761,bulchee men black wallet,accessories,wallets,black,men,casual
13554,carlton london women casual pink sandals,footwear,shoes,pink,women,casual
7471,proline men burgundy polo tshirt,apparel,topwear,burgundy,men,casual
19852,us polo assn men solid pink shirt,apparel,topwear,pink,men,casual
16026,highlander men check purple shirt,apparel,topwear,purple,men,casual
22213,timberland unisex brown shoe laces,accessories,shoe accessories,brown,unisex,casual
28729,w women printed cream kurta,apparel,topwear,cream,women,ethnic
50633,chromozome men navy blue  red trunks,apparel,innerwear,navy blue,men,casual
34376,myntra men yellow tshirt,apparel,topwear,yellow,men,casual
18980,adidas originals men polo yellow tshirt,apparel,topwear,yellow,men,casual
39831,gini and jony girls core magenta shorts,apparel,bottomwear,magenta,girls,casual
52500,red rose purple nightdress,apparel,loungewear and nightwear,purple,women,casual
4690,adidas unisex new york plaid digital grey watch,accessories,watches,grey,unisex,sports
36045,otls unisex beige duffle bag,accessories,bags,beige,unisex,casual
5742,basics men grey tshirt,apparel,topwear,grey,men,casual
37197,united colors of benetton women navy blue jeans,apparel,bottomwear,navy blue,women,casual
44465,senorita women red wedges,footwear,shoes,red,women,casual
14315,adidas men solid black jerseys,apparel,topwear,black,men,sports
20120,wrangler women lace detail purple top,apparel,topwear,purple,women,casual
25452,nike men prowl white casual shoes,footwear,shoes,white,men,casual
57072,elle women blue jeans,apparel,bottomwear,blue,women,casual
33537,cobblerz women brown ballerinas,footwear,shoes,brown,women,casual
43640,vero moda women white top,apparel,topwear,white,women,casual
27305,adidas men victory league deo,personal care,fragrance,gold,men,casual
13130,provogue men brown casual shoes,footwear,shoes,brown,men,casual
7829,proline men grey printed tshirt,apparel,topwear,grey,men,casual
31260,puma men munchen white tshirt,apparel,topwear,white,men,casual
17590,speedo unisex funky eyewear black sunglasses,accessories,eyewear,black,unisex,sports
7015,soliver mens polo blue stripes grey tshirt,apparel,topwear,grey,men,casual
46332,reebok men black ultralite drama shoes,footwear,shoes,black,men,casual
16442,levis men printed black sweatshirts,apparel,topwear,black,men,casual
51385,myntra navy blue printed boxers,apparel,innerwear,navy blue,men,casual
8861,mark taylor men white striped shirt,apparel,topwear,white,men,casual
22677,wildcraft unisex gear for life black laptop bag,accessories,bags,black,unisex,casual
13302,gini and jony kids boys solid beige shorts,apparel,bottomwear,beige,men,casual
28943,biba outlet women green leggings,apparel,bottomwear,green,women,casual
43472,sdl by sweet dreams women pink night suits,apparel,loungewear and nightwear,pink,women,casual
30180,nike unisex navy blue duffle bag,accessories,bags,navy blue,unisex,casual
50859,prafful purple  green sari,apparel,saree,purple,women,ethnic
2755,classic polo mens  tshirt,apparel,topwear,purple,men,casual
3687,inkfruit women adam  god black tshirt,apparel,topwear,black,women,casual
29891,mayhem women sunglasses 1015104,accessories,eyewear,black,men,casual
49148,deborah extra lip liner 01,personal care,lips,brown,women,general
19638,united colors of benetton women solid blue sweatshirt,apparel,topwear,blue,women,casual
55517,revlon top speed natural black hair colour natural black 70,personal care,hair,black,unisex,casual
34520,adidas women ballerina purple shoes,footwear,shoes,purple,women,casual
23597,nike fragrances men cool wind edt deo,personal care,fragrance,black,men,casual
49974,hanes men black innerwear vest,apparel,innerwear,black,men,casual
7227,rockport mens wanigan india dark tan shoe,footwear,shoes,brown,men,formal
46100,adidas unisex  black clemente shoes,footwear,shoes,black,unisex,casual
45785,senorita women black sandals,footwear,shoes,black,women,casual
36277,sdl by sweet dreams women grey  black night suits,apparel,loungewear and nightwear,grey,women,casual
58208,new hide men brown belt,accessories,belts,brown,men,casual
14127,flying machine men washed blue jeans,apparel,bottomwear,blue,men,casual
20312,lee men solid green tshirt,apparel,topwear,green,men,casual
5570,ant kids girls sleeveless with flower print kidswear,apparel,dress,grey,girls,casual
44657,vans unisex blue shoes,footwear,shoes,blue,unisex,casual
25660,fastrack women black dial watch na2394sl01,accessories,watches,black,women,casual
56392,estee lauder women pleasures 50 ml perfume,personal care,fragrance,lavender,women,casual
11455,united colors of benetton men light winters black shirts,apparel,topwear,black,men,casual
33705,cobblerz men black formal shoes,footwear,shoes,black,men,smart casual
10587,carrera men careera dial steel strap patch white watches,accessories,watches,white,men,casual
57240,murcia women black handbag,accessories,bags,black,women,casual
21006,fastrack women leatherette black belt,accessories,belts,black,women,casual
15233,adidas originals men samba blue casual shoes,footwear,shoes,blue,men,casual
56968,hm women black flats,footwear,shoes,black,women,casual
4664,adidas unisex originals white watch,accessories,watches,white,unisex,sports
53426,alma women green kurta,apparel,topwear,green,women,ethnic
59920,diva women multi colour kurta,apparel,topwear,multi,women,ethnic
32411,adidas men thin striper navy blue polo tshirt,apparel,topwear,navy blue,men,casual
11693,lee men check red shirts,apparel,topwear,red,men,casual
56154,colorbar iglide coal mine eye pencil 09,personal care,eyes,black,women,casual
57086,elle women pink vintage skirt,apparel,bottomwear,pink,women,casual
10741,disney unisex kids mickey mouse yellow flip flops,footwear,flip flops,yellow,unisex,casual
24574,lee men neo blue polo tshirt,apparel,topwear,blue,men,casual
30346,myntra men peacewar off white tshirt,apparel,topwear,off white,men,casual
54603,jockey elance men grey briefs 1004,apparel,innerwear,grey,men,casual
12016,mark taylor men white blue striped shirts,apparel,topwear,white,men,formal
3441,delhi daredevils womens match jersey,apparel,topwear,blue,women,sports
31294,puma men blank red tshirt,apparel,topwear,red,men,casual
23751,rayban unisex black highstreet sunglasses,accessories,eyewear,black,unisex,casual
9947,adidas men torment blue jackets,apparel,topwear,blue,men,sports
17564,mark taylor men black  white striped shirt,apparel,topwear,black,men,formal
47214,franco leone men brown  formal shoes,footwear,shoes,brown,men,formal
6133,puma mens commander white black shoe,footwear,shoes,black,men,casual
8895,indigo nation men bling black shirts,apparel,topwear,black,men,casual
22683,wildcraft unisex black duffel bag,accessories,bags,black,unisex,travel
43486,french connection men grey check shirt,apparel,topwear,grey,men,casual
3673,fila mens speed fire white black shoe,footwear,shoes,white,men,sports
29865,mayhem men aviator sunglasses 1024209,accessories,eyewear,black,men,casual
42554,mother earth women white  black kurta,apparel,topwear,white,women,ethnic
12224,basics men solid brown trousers,apparel,bottomwear,brown,men,formal
47026,shree women black  white kurta,apparel,topwear,black,women,ethnic
6301,puma unisex issac black orange flip flop,footwear,flip flops,black,unisex,casual
23563,police pure men perfume,personal care,fragrance,navy blue,men,casual
17756,buckaroo men meztli brown casual shoe,footwear,shoes,brown,men,casual
30948,fabindia women red cambric top,apparel,topwear,red,women,ethnic
51143,parx men white socks,accessories,socks,white,men,casual
49980,hanes men khaki innerwear vest,apparel,innerwear,khaki,men,casual
35406,enroute men brown sandals,footwear,sandal,brown,men,casual
45771,lomani men blue jeans deo,personal care,fragrance,blue,men,casual
